Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
31.05.2022 00:00;31.05.2022 01:00;4.083,50;1.850,00;14,25;3.316,50;5,00;130,00;3.869,50;12.946,00;4.514,50;9.902,00;361,75;1.377,75
31.05.2022 01:00;31.05.2022 02:00;4.051,00;1.818,00;10,25;3.649,00;5,00;129,25;3.869,00;12.811,75;4.410,25;8.227,75;299,00;1.378,25
31.05.2022 02:00;31.05.2022 03:00;4.029,75;1.838,00;11,00;3.544,25;5,25;127,00;3.868,00;12.664,00;4.278,50;7.775,75;315,75;1.374,50
31.05.2022 03:00;31.05.2022 04:00;4.039,50;1.788,75;13,75;3.390,75;5,00;126,50;3.864,25;12.682,00;4.226,50;7.770,75;122,75;1.372,75
31.05.2022 04:00;31.05.2022 05:00;4.036,50;1.813,25;12,75;3.147,25;7,00;126,50;3.871,25;12.836,50;4.272,25;7.908,25;201,50;1.383,00
31.05.2022 05:00;31.05.2022 06:00;4.116,00;1.871,25;11,50;2.958,00;384,00;125,50;3.868,75;13.177,75;4.737,25;8.366,50;318,25;1.390,00
31.05.2022 06:00;31.05.2022 07:00;4.390,00;2.321,25;40,25;2.599,75;2.723,00;123,75;3.866,00;13.271,25;5.133,75;9.987,25;1.249,00;1.382,75
31.05.2022 07:00;31.05.2022 08:00;4.542,75;2.145,75;100,25;1.938,50;7.993,50;122,50;3.865,75;13.216,25;5.235,25;10.268,75;4.182,75;1.377,75
31.05.2022 08:00;31.05.2022 09:00;4.517,25;1.989,00;143,00;1.175,25;15.326,00;120,50;3.862,00;13.175,50;5.294,25;10.241,75;3.172,00;1.380,00
31.05.2022 09:00;31.05.2022 10:00;4.332,50;1.696,50;291,00;789,75;22.794,00;116,25;3.850,75;13.165,75;5.220,75;10.137,50;729,25;1.376,50
31.05.2022 10:00;31.05.2022 11:00;4.150,50;1.473,75;293,75;807,25;27.892,25;117,00;3.840,75;13.149,00;4.759,25;8.486,75;312,50;1.371,75
31.05.2022 11:00;31.05.2022 12:00;4.113,50;1.531,00;269,50;814,75;30.852,75;119,25;3.836,25;12.990,00;4.546,50;7.686,75;141,50;1.369,00
31.05.2022 12:00;31.05.2022 13:00;4.088,75;1.603,50;250,25;887,75;30.973,75;119,25;3.835,50;12.872,50;4.408,50;7.450,00;107,75;1.369,25
31.05.2022 13:00;31.05.2022 14:00;4.100,00;1.660,50;284,50;1.147,50;28.462,50;115,00;3.834,50;12.870,50;4.506,25;7.933,75;1.076,50;1.372,50
31.05.2022 14:00;31.05.2022 15:00;4.085,50;1.439,00;317,75;1.785,25;24.698,00;116,00;3.830,25;13.507,00;4.959,50;8.092,75;501,25;1.379,50
31.05.2022 15:00;31.05.2022 16:00;4.117,00;1.702,50;268,75;2.317,75;20.312,00;117,50;3.822,25;13.655,50;5.234,25;7.887,75;486,00;1.384,00
31.05.2022 16:00;31.05.2022 17:00;4.212,00;1.798,50;234,00;2.400,00;16.020,00;118,50;3.814,75;13.777,00;5.365,00;8.616,00;804,75;1.403,50
31.05.2022 17:00;31.05.2022 18:00;4.352,25;1.984,75;200,00;2.529,00;11.517,75;119,75;3.815,25;14.017,00;5.450,00;10.179,25;1.203,50;1.419,50
31.05.2022 18:00;31.05.2022 19:00;4.538,50;1.939,00;163,25;2.585,50;7.595,25;121,50;3.811,50;14.355,50;5.571,00;10.365,25;1.741,50;1.422,50
31.05.2022 19:00;31.05.2022 20:00;4.605,50;2.337,25;229,50;2.665,25;3.600,00;122,50;3.808,75;14.430,50;5.500,75;10.526,00;4.021,00;1.416,25
31.05.2022 20:00;31.05.2022 21:00;4.603,75;2.280,25;227,25;2.584,75;940,25;123,50;3.808,50;14.436,50;5.299,75;10.670,25;4.136,75;1.426,50
31.05.2022 21:00;31.05.2022 22:00;4.563,50;2.315,00;73,00;2.715,75;45,50;123,75;3.812,00;14.475,75;5.231,50;10.763,50;2.882,75;1.429,75
31.05.2022 22:00;31.05.2022 23:00;4.427,00;2.308,50;56,25;2.447,25;7,75;124,50;3.810,25;14.471,25;5.159,50;10.784,00;2.169,00;1.430,25
31.05.2022 23:00;01.06.2022 00:00;4.293,25;2.066,50;66,75;2.073,00;6,25;123,50;3.813,00;14.495,25;5.149,25;10.440,00;829,75;1.426,50
01.06.2022 00:00;01.06.2022 01:00;4.147,50;1.885,50;90,75;2.069,00;4,00;124,00;3.816,25;14.640,00;5.015,50;4.234,75;275,50;1.447,75
01.06.2022 01:00;01.06.2022 02:00;4.100,00;1.763,00;104,25;2.479,00;3,00;123,50;3.816,75;14.724,25;4.909,75;3.971,75;122,50;1.449,25
01.06.2022 02:00;01.06.2022 03:00;4.054,25;1.712,50;105,25;2.858,00;3,25;124,75;3.818,00;14.702,25;4.345,50;3.589,50;57,50;1.448,00
01.06.2022 03:00;01.06.2022 04:00;4.031,50;1.800,00;54,25;3.488,25;3,00;124,50;3.819,00;14.598,00;4.212,75;3.709,50;80,50;1.446,50
01.06.2022 04:00;01.06.2022 05:00;4.065,00;1.801,50;44,25;4.130,50;4,75;124,75;3.819,25;14.609,50;4.259,25;3.805,50;88,25;1.443,25
01.06.2022 05:00;01.06.2022 06:00;4.116,00;1.820,50;178,75;4.807,50;314,25;125,25;3.821,75;14.749,00;4.667,25;3.874,50;71,00;1.434,25
01.06.2022 06:00;01.06.2022 07:00;4.401,75;2.183,25;237,00;4.783,25;2.495,00;120,75;3.824,00;14.745,25;5.174,50;4.052,25;1.131,00;1.422,75
01.06.2022 07:00;01.06.2022 08:00;4.566,50;2.379,75;119,25;3.351,50;7.535,25;115,75;3.827,00;14.753,50;5.264,25;4.157,75;2.615,25;1.421,25
01.06.2022 08:00;01.06.2022 09:00;4.571,75;2.259,75;42,00;2.232,00;14.549,00;112,00;3.827,00;14.771,25;5.210,50;4.273,00;3.708,25;1.419,25
01.06.2022 09:00;01.06.2022 10:00;4.444,75;2.010,25;27,00;2.389,25;21.531,50;112,00;3.822,50;14.776,50;5.140,50;4.176,00;1.012,25;1.386,75
01.06.2022 10:00;01.06.2022 11:00;4.252,00;1.823,00;33,00;2.905,25;26.151,00;110,75;3.787,00;14.764,50;5.040,00;3.867,00;352,00;1.385,75
01.06.2022 11:00;01.06.2022 12:00;4.177,50;1.954,50;11,75;4.401,75;28.030,50;110,50;3.698,50;14.719,00;4.986,25;3.886,50;595,00;1.382,25
01.06.2022 12:00;01.06.2022 13:00;4.093,50;1.955,50;17,25;6.351,00;28.250,75;110,75;3.626,75;14.519,50;4.583,50;3.886,75;374,25;1.384,00
01.06.2022 13:00;01.06.2022 14:00;4.079,50;1.830,00;43,50;8.207,75;27.769,50;113,00;3.623,50;14.385,00;4.366,75;3.944,25;41,00;1.371,75
01.06.2022 14:00;01.06.2022 15:00;4.072,75;1.820,25;104,00;9.392,25;26.353,25;115,25;3.619,00;14.429,25;4.169,25;3.901,50;161,75;1.367,75
01.06.2022 15:00;01.06.2022 16:00;4.073,75;1.783,00;158,50;9.821,00;22.671,00;120,75;3.548,25;14.425,75;4.217,25;4.086,25;274,50;1.366,25
01.06.2022 16:00;01.06.2022 17:00;4.162,50;1.916,50;304,50;9.413,00;18.147,75;123,00;3.624,50;14.458,25;4.413,75;4.120,00;409,75;1.413,75
01.06.2022 17:00;01.06.2022 18:00;4.306,50;2.066,25;408,25;8.215,25;13.439,75;122,50;3.759,25;14.636,75;4.941,25;4.332,50;1.025,25;1.415,25
01.06.2022 18:00;01.06.2022 19:00;4.548,00;2.187,00;621,50;7.139,75;8.288,25;123,50;3.800,75;14.696,25;5.197,50;4.508,25;1.703,25;1.435,50
01.06.2022 19:00;01.06.2022 20:00;4.617,25;1.985,50;833,00;6.453,75;4.024,50;122,75;3.806,50;14.673,50;5.252,75;4.415,75;2.906,25;1.425,50
01.06.2022 20:00;01.06.2022 21:00;4.591,25;2.014,50;1.062,75;6.089,50;1.135,25;123,00;3.810,50;14.694,75;5.104,75;4.504,00;2.659,00;1.432,00
01.06.2022 21:00;01.06.2022 22:00;4.557,50;2.249,50;1.217,00;5.181,25;72,00;123,25;3.813,00;14.649,25;4.821,75;4.506,50;3.713,50;1.427,25
01.06.2022 22:00;01.06.2022 23:00;4.433,00;2.190,50;1.562,25;4.985,00;6,25;124,50;3.814,25;14.604,00;4.683,25;4.484,00;3.529,00;1.436,75
01.06.2022 23:00;02.06.2022 00:00;4.290,75;1.851,75;1.962,75;5.804,50;4,00;123,50;3.813,50;14.632,50;4.618,00;4.033,25;965,50;1.440,75
02.06.2022 00:00;02.06.2022 01:00;4.149,50;1.910,00;2.442,25;6.553,50;3,75;124,00;3.811,50;14.530,50;3.914,50;3.691,75;101,00;1.327,75
02.06.2022 01:00;02.06.2022 02:00;4.092,50;1.804,00;2.816,50;6.857,75;3,25;124,25;3.816,75;14.306,50;3.255,00;3.224,00;374,00;1.327,75
02.06.2022 02:00;02.06.2022 03:00;4.074,50;1.742,50;3.337,50;7.062,50;3,00;121,50;3.816,50;14.266,50;2.900,50;3.048,50;205,50;1.324,25
02.06.2022 03:00;02.06.2022 04:00;4.067,25;1.698,50;3.848,25;7.103,75;3,00;121,25;3.819,25;14.250,25;2.754,25;3.120,75;184,25;1.314,75
02.06.2022 04:00;02.06.2022 05:00;4.089,25;1.701,25;4.359,50;6.995,00;5,75;122,00;3.820,00;14.258,00;2.821,50;3.058,50;20,00;1.318,00
02.06.2022 05:00;02.06.2022 06:00;4.171,25;1.706,50;4.493,00;6.835,75;382,00;122,50;3.822,50;14.262,00;3.147,50;3.054,00;125,00;1.316,25
02.06.2022 06:00;02.06.2022 07:00;4.458,50;1.930,50;4.430,50;6.121,00;2.754,25;122,00;3.823,25;14.530,00;3.457,50;3.406,00;328,75;1.310,00
02.06.2022 07:00;02.06.2022 08:00;4.572,25;2.137,00;4.294,50;4.785,25;8.542,25;121,50;3.822,50;14.563,50;3.583,00;3.446,25;2.411,75;1.312,00
02.06.2022 08:00;02.06.2022 09:00;4.543,00;1.812,75;3.940,75;4.559,75;16.417,25;118,75;3.821,25;14.289,00;3.302,75;3.376,25;1.508,75;1.299,50
02.06.2022 09:00;02.06.2022 10:00;4.383,75;1.904,00;3.477,75;5.375,25;23.328,00;119,00;3.818,75;13.799,25;2.791,75;3.183,50;872,50;1.287,25
02.06.2022 10:00;02.06.2022 11:00;4.190,00;2.104,25;3.179,25;5.986,75;28.442,00;117,00;3.815,25;13.218,00;3.024,75;2.768,50;972,75;1.278,75
02.06.2022 11:00;02.06.2022 12:00;4.113,75;1.843,00;2.723,50;6.691,75;31.436,25;113,50;3.814,00;13.053,25;3.007,75;2.543,75;431,00;1.279,75
02.06.2022 12:00;02.06.2022 13:00;4.077,75;1.815,50;2.492,50;6.753,50;32.641,50;116,00;3.800,00;13.085,25;3.002,25;2.666,50;216,50;1.273,25
02.06.2022 13:00;02.06.2022 14:00;4.072,50;1.747,25;2.805,75;6.815,75;32.151,00;117,50;3.796,00;13.123,00;2.838,25;2.653,25;101,75;1.274,00
02.06.2022 14:00;02.06.2022 15:00;4.067,50;1.869,00;2.632,25;6.631,00;30.415,50;116,25;3.788,50;13.148,50;2.589,50;2.492,50;161,75;1.297,75
02.06.2022 15:00;02.06.2022 16:00;4.093,25;1.998,75;2.375,50;6.087,25;27.446,00;119,75;3.782,50;13.293,00;2.973,75;2.567,75;338,00;1.277,25
02.06.2022 16:00;02.06.2022 17:00;4.162,25;1.879,75;2.306,00;5.042,50;23.605,50;123,25;3.766,75;13.872,75;3.244,00;3.021,25;418,75;1.289,00
02.06.2022 17:00;02.06.2022 18:00;4.318,25;2.027,00;2.037,50;4.083,00;17.990,75;120,00;3.761,25;14.396,00;4.097,50;3.758,50;434,50;1.291,50
02.06.2022 18:00;02.06.2022 19:00;4.559,00;2.181,75;1.725,25;3.255,00;11.257,25;118,25;3.762,50;14.709,75;4.762,50;4.523,75;1.773,75;1.307,00
02.06.2022 19:00;02.06.2022 20:00;4.641,25;2.257,50;1.519,75;2.595,50;4.945,50;119,50;3.766,25;14.745,25;4.985,25;4.714,75;3.171,50;1.312,25
02.06.2022 20:00;02.06.2022 21:00;4.630,25;2.268,00;1.364,75;2.376,00;1.341,00;123,75;3.769,00;14.756,50;5.014,75;4.852,75;4.683,50;1.314,25
02.06.2022 21:00;02.06.2022 22:00;4.585,50;2.230,75;1.041,00;3.403,50;76,00;124,50;3.775,25;14.731,00;5.347,50;4.711,00;4.215,25;1.307,25
02.06.2022 22:00;02.06.2022 23:00;4.442,25;2.164,50;833,50;4.883,00;6,00;124,75;3.775,50;14.271,50;5.210,75;4.647,25;2.244,00;1.325,25
02.06.2022 23:00;03.06.2022 00:00;4.297,50;1.951,50;624,00;6.181,50;3,00;125,25;3.775,50;14.188,50;4.417,75;4.460,50;624,25;1.319,00
03.06.2022 00:00;03.06.2022 01:00;4.127,25;1.745,25;703,00;6.260,00;3,00;126,00;3.774,50;13.890,25;3.371,75;4.276,25;123,00;1.316,50
03.06.2022 01:00;03.06.2022 02:00;4.093,25;1.722,50;591,50;6.210,75;3,00;126,50;3.781,00;13.768,50;2.930,00;4.276,25;182,00;1.324,50
03.06.2022 02:00;03.06.2022 03:00;4.072,25;1.649,00;533,75;5.952,75;3,00;128,25;3.781,50;13.756,50;2.640,75;4.335,50;154,25;1.338,00
03.06.2022 03:00;03.06.2022 04:00;4.077,00;1.631,50;648,50;5.696,25;3,00;128,00;3.782,25;13.493,25;2.841,50;4.301,25;18,75;1.324,25
03.06.2022 04:00;03.06.2022 05:00;4.114,25;1.649,00;515,25;5.506,75;6,00;128,00;3.786,00;13.500,00;2.831,75;4.326,50;62,25;1.294,75
03.06.2022 05:00;03.06.2022 06:00;4.181,00;1.646,00;396,25;5.603,50;424,25;129,75;3.793,75;13.335,50;3.146,00;4.345,00;85,25;1.296,50
03.06.2022 06:00;03.06.2022 07:00;4.462,75;2.161,50;252,75;5.353,50;2.953,50;128,50;3.793,00;13.095,50;3.506,50;4.458,50;1.217,00;1.298,00
03.06.2022 07:00;03.06.2022 08:00;4.601,25;2.083,75;225,25;4.150,75;8.932,75;125,50;3.783,00;13.149,50;3.663,00;4.635,25;3.953,50;1.298,75
03.06.2022 08:00;03.06.2022 09:00;4.590,25;1.872,50;189,50;2.164,75;17.089,50;122,25;3.777,00;13.086,00;3.530,00;4.420,50;2.219,75;1.294,50
03.06.2022 09:00;03.06.2022 10:00;4.397,25;1.817,00;159,00;1.551,25;25.002,00;119,25;3.769,25;12.910,00;3.134,50;4.287,00;646,25;1.289,50
03.06.2022 10:00;03.06.2022 11:00;4.239,00;1.734,75;132,25;1.694,25;31.478,75;118,00;3.764,75;12.665,75;2.598,00;3.918,25;569,50;1.319,25
03.06.2022 11:00;03.06.2022 12:00;4.158,75;1.626,25;138,00;2.132,25;35.494,75;117,25;3.750,75;12.588,75;2.458,50;3.721,50;143,25;1.327,75
03.06.2022 12:00;03.06.2022 13:00;4.092,00;1.654,00;157,75;2.374,50;36.312,25;117,00;3.739,00;12.649,25;2.198,25;3.445,25;187,50;1.329,50
03.06.2022 13:00;03.06.2022 14:00;4.062,25;1.701,75;189,75;2.481,00;34.460,75;116,50;3.718,00;12.296,25;1.973,50;3.410,75;273,25;1.327,25
03.06.2022 14:00;03.06.2022 15:00;4.070,50;1.686,25;260,00;2.524,00;30.271,75;117,00;3.708,25;12.354,50;2.280,75;3.520,25;569,00;1.304,25
03.06.2022 15:00;03.06.2022 16:00;4.096,00;1.746,25;466,00;2.779,00;24.787,00;117,00;3.710,50;12.601,50;3.132,00;3.705,50;599,00;1.334,00
03.06.2022 16:00;03.06.2022 17:00;4.168,50;1.801,75;698,00;3.250,75;18.353,75;118,00;3.710,00;12.881,25;3.749,25;4.075,00;1.119,00;1.329,00
03.06.2022 17:00;03.06.2022 18:00;4.330,75;1.885,00;1.031,00;4.060,50;12.276,50;119,75;3.708,50;12.928,50;4.617,50;4.426,25;1.200,25;1.340,00
03.06.2022 18:00;03.06.2022 19:00;4.529,50;1.853,50;1.289,50;5.174,00;7.450,00;121,25;3.708,00;12.951,25;5.001,25;4.554,00;2.013,25;1.345,00
03.06.2022 19:00;03.06.2022 20:00;4.590,50;1.838,25;1.359,50;6.643,50;3.460,50;120,75;3.707,00;13.026,50;5.414,00;4.483,75;4.018,00;1.340,00
03.06.2022 20:00;03.06.2022 21:00;4.582,25;2.089,25;1.432,25;7.773,25;1.039,50;121,50;3.711,50;13.046,25;5.339,25;4.019,25;4.424,50;1.334,50
03.06.2022 21:00;03.06.2022 22:00;4.512,50;2.013,50;1.709,75;9.110,50;73,00;121,00;3.724,00;13.018,75;5.111,50;3.930,25;2.395,50;1.344,75
03.06.2022 22:00;03.06.2022 23:00;4.373,00;1.913,00;1.836,25;9.290,25;3,00;120,25;3.733,25;12.990,50;4.776,00;3.915,00;992,50;1.344,50
03.06.2022 23:00;04.06.2022 00:00;4.254,50;1.756,25;1.839,50;8.730,75;3,00;122,50;3.738,75;12.942,50;4.578,50;3.800,75;702,00;1.344,75
04.06.2022 00:00;04.06.2022 01:00;4.128,75;1.772,75;1.647,00;7.862,75;2,25;122,75;3.740,25;12.670,25;3.799,75;3.120,25;342,00;1.323,25
04.06.2022 01:00;04.06.2022 02:00;4.102,00;1.762,50;1.643,75;7.274,75;2,50;123,00;3.739,75;12.656,50;3.354,25;2.652,50;319,75;1.307,75
04.06.2022 02:00;04.06.2022 03:00;4.071,25;1.679,50;1.882,75;7.106,00;2,25;121,00;3.742,75;12.675,25;3.148,25;2.652,00;100,00;1.306,50
04.06.2022 03:00;04.06.2022 04:00;4.061,00;1.638,00;1.803,00;6.849,50;2,50;120,25;3.746,50;12.690,25;2.625,00;2.637,00;25,25;1.300,75
04.06.2022 04:00;04.06.2022 05:00;4.067,00;1.805,00;1.454,25;6.265,25;5,50;120,00;3.746,25;12.706,50;2.287,75;2.525,00;82,25;1.296,00
04.06.2022 05:00;04.06.2022 06:00;4.127,25;1.732,25;972,50;5.995,25;375,50;120,75;3.749,25;12.731,50;1.965,75;2.520,50;105,25;1.299,25
04.06.2022 06:00;04.06.2022 07:00;4.259,75;1.762,00;806,00;5.531,50;2.585,50;120,50;3.697,50;12.509,75;2.083,00;2.631,00;299,00;1.284,00
04.06.2022 07:00;04.06.2022 08:00;4.366,75;1.990,25;855,25;3.786,00;6.691,25;120,00;3.237,75;12.132,00;2.062,75;2.661,00;536,75;1.283,75
04.06.2022 08:00;04.06.2022 09:00;4.395,25;1.958,75;756,00;2.736,25;12.099,00;118,50;3.050,00;11.901,75;2.120,50;2.647,50;1.932,50;1.287,75
04.06.2022 09:00;04.06.2022 10:00;4.348,50;2.199,25;720,00;2.278,75;17.496,00;118,50;3.023,00;11.599,50;2.072,75;2.664,00;1.861,50;1.276,25
04.06.2022 10:00;04.06.2022 11:00;4.233,50;2.397,25;625,25;2.238,00;22.184,75;117,75;2.842,75;11.564,75;2.088,25;2.619,00;1.552,25;1.283,50
04.06.2022 11:00;04.06.2022 12:00;4.164,50;1.935,25;696,00;2.739,25;25.852,75;116,75;2.833,25;11.542,00;2.083,50;2.622,00;362,50;1.281,00
04.06.2022 12:00;04.06.2022 13:00;4.106,25;1.870,50;807,75;3.177,25;27.934,75;114,00;2.715,00;11.532,75;1.914,25;2.513,75;69,00;1.286,50
04.06.2022 13:00;04.06.2022 14:00;4.083,75;1.987,75;532,75;3.366,25;28.744,00;114,50;2.698,00;11.537,75;1.872,50;2.549,00;121,25;1.288,00
04.06.2022 14:00;04.06.2022 15:00;4.068,25;1.939,50;412,00;3.209,50;28.876,25;112,75;2.689,25;11.500,75;1.758,50;2.492,25;48,75;1.284,75
04.06.2022 15:00;04.06.2022 16:00;4.094,50;1.993,00;523,25;3.009,75;27.696,25;110,75;2.679,25;11.470,75;1.950,25;2.442,25;37,50;1.286,00
04.06.2022 16:00;04.06.2022 17:00;4.134,50;1.978,25;499,50;3.049,25;24.752,75;110,00;2.676,50;11.500,50;1.895,25;2.360,00;23,75;1.284,75
04.06.2022 17:00;04.06.2022 18:00;4.236,00;1.975,25;529,25;3.180,00;19.679,00;111,50;2.676,50;11.919,75;2.297,00;2.547,50;265,00;1.292,75
04.06.2022 18:00;04.06.2022 19:00;4.387,00;1.910,25;552,75;3.409,50;12.376,75;113,75;2.677,75;12.023,50;2.814,50;2.591,25;1.498,25;1.311,00
04.06.2022 19:00;04.06.2022 20:00;4.526,25;2.227,50;665,00;3.618,75;5.248,25;112,00;2.682,00;12.077,00;3.449,00;2.624,75;3.103,00;1.309,25
04.06.2022 20:00;04.06.2022 21:00;4.564,00;2.310,75;741,75;4.259,25;1.427,50;114,00;2.688,50;12.083,50;3.642,25;2.617,75;5.662,25;1.311,75
04.06.2022 21:00;04.06.2022 22:00;4.532,50;2.174,25;602,50;6.189,75;86,50;115,75;2.690,25;12.087,25;3.750,50;2.633,75;4.668,50;1.312,75
04.06.2022 22:00;04.06.2022 23:00;4.424,25;1.946,25;609,25;8.683,75;5,75;116,75;2.697,00;12.088,50;3.671,00;2.650,00;3.131,50;1.317,00
04.06.2022 23:00;05.06.2022 00:00;4.278,25;1.737,00;760,50;10.269,00;3,25;117,75;2.706,50;12.062,25;3.151,75;2.603,00;650,00;1.318,75
05.06.2022 00:00;05.06.2022 01:00;4.147,00;1.608,75;885,75;10.604,75;3,00;118,00;2.708,75;12.041,50;2.354,00;2.458,75;279,50;1.321,75
05.06.2022 01:00;05.06.2022 02:00;4.110,25;1.594,00;962,50;10.506,00;3,00;118,50;2.711,50;12.098,25;2.219,50;2.352,50;313,75;1.323,25
05.06.2022 02:00;05.06.2022 03:00;4.088,50;1.638,25;864,75;10.458,50;3,00;119,00;2.713,75;12.089,00;2.244,75;2.314,25;235,25;1.329,25
05.06.2022 03:00;05.06.2022 04:00;4.059,75;1.598,25;899,75;11.257,75;3,00;120,00;2.716,25;12.016,25;2.187,75;2.262,75;56,75;1.321,75
05.06.2022 04:00;05.06.2022 05:00;4.053,50;1.581,25;810,00;11.862,00;8,25;119,75;2.715,50;12.086,00;2.088,00;2.094,75;32,75;1.321,75
05.06.2022 05:00;05.06.2022 06:00;4.079,25;1.581,00;893,50;12.211,25;491,75;119,75;2.714,25;12.102,00;2.054,00;2.078,75;1,75;1.324,50
05.06.2022 06:00;05.06.2022 07:00;4.159,75;1.624,50;1.085,00;11.621,75;2.838,75;120,00;2.712,50;12.158,00;2.039,25;2.046,75;19,00;1.319,25
05.06.2022 07:00;05.06.2022 08:00;4.218,25;1.818,00;1.256,75;7.919,75;7.682,00;119,00;2.711,50;12.190,75;2.051,50;2.034,50;390,50;1.316,50
05.06.2022 08:00;05.06.2022 09:00;4.218,75;1.774,00;1.433,00;5.252,50;13.269,00;119,00;2.706,00;11.922,00;2.448,75;2.270,75;1.279,50;1.322,25
05.06.2022 09:00;05.06.2022 10:00;4.177,75;2.059,75;1.542,00;4.850,25;17.660,50;119,00;2.696,75;11.728,75;2.618,25;2.261,00;1.338,50;1.316,75
05.06.2022 10:00;05.06.2022 11:00;4.131,75;2.017,75;1.715,75;5.831,25;21.408,25;115,75;2.679,75;11.390,50;2.931,00;2.297,00;1.219,00;1.313,25
05.06.2022 11:00;05.06.2022 12:00;4.076,50;1.744,50;1.873,75;6.815,50;24.224,25;114,00;2.663,50;11.104,75;2.911,25;2.206,00;105,25;1.309,25
05.06.2022 12:00;05.06.2022 13:00;4.020,75;1.842,25;2.043,25;7.505,75;25.300,75;114,25;2.676,75;10.855,50;2.914,50;2.209,50;397,25;1.307,00
05.06.2022 13:00;05.06.2022 14:00;3.991,00;1.794,75;2.175,00;8.156,50;24.176,25;116,25;2.667,00;10.964,25;2.545,50;2.053,00;115,75;1.306,50
05.06.2022 14:00;05.06.2022 15:00;3.999,00;2.067,25;2.361,25;8.856,50;21.254,50;114,75;2.679,00;11.713,00;2.060,00;2.065,00;239,00;1.301,00
05.06.2022 15:00;05.06.2022 16:00;4.033,50;1.928,00;2.734,75;9.573,75;17.194,50;113,25;2.676,75;11.908,50;2.151,00;2.375,25;237,00;1.297,50
05.06.2022 16:00;05.06.2022 17:00;4.070,75;1.760,25;3.172,00;10.518,00;11.996,25;114,00;2.676,25;11.962,50;2.523,50;2.388,75;213,00;1.298,75
05.06.2022 17:00;05.06.2022 18:00;4.207,50;1.856,25;3.586,00;11.462,50;8.170,50;116,75;2.678,75;11.968,00;2.896,75;2.379,25;469,00;1.300,25
05.06.2022 18:00;05.06.2022 19:00;4.348,50;1.772,25;3.934,25;11.556,00;5.216,00;117,75;2.682,75;11.991,50;2.980,50;2.418,25;894,00;1.300,75
05.06.2022 19:00;05.06.2022 20:00;4.419,50;1.718,50;4.047,50;12.787,50;2.763,25;116,75;2.688,75;11.998,50;3.095,75;2.490,00;2.208,00;1.294,25
05.06.2022 20:00;05.06.2022 21:00;4.439,25;1.856,75;4.195,00;13.746,00;896,75;116,00;2.691,50;12.028,50;2.956,50;2.523,25;3.039,00;1.292,00
05.06.2022 21:00;05.06.2022 22:00;4.421,00;1.830,50;4.668,75;15.793,25;47,25;116,00;2.694,50;11.816,25;2.929,25;2.531,00;2.541,50;1.302,00
05.06.2022 22:00;05.06.2022 23:00;4.297,75;1.776,50;4.842,25;16.625,25;4,00;116,00;2.699,25;11.650,25;2.719,75;2.400,00;1.717,50;1.222,50
05.06.2022 23:00;06.06.2022 00:00;4.187,00;1.696,75;4.613,25;17.667,25;5,50;115,75;2.668,50;11.097,25;2.506,75;2.202,00;448,75;1.151,50
06.06.2022 00:00;06.06.2022 01:00;4.043,50;1.616,75;4.213,00;18.446,25;6,00;115,50;2.278,25;10.924,50;2.318,25;2.002,50;307,00;1.066,00
06.06.2022 01:00;06.06.2022 02:00;4.009,25;1.619,75;4.427,25;18.672,25;6,00;117,25;2.213,25;10.381,25;1.948,25;1.922,75;157,75;1.062,50
06.06.2022 02:00;06.06.2022 03:00;3.969,25;1.654,00;4.125,75;18.366,00;4,00;117,75;2.216,00;8.775,50;1.867,75;1.938,50;88,00;1.060,50
06.06.2022 03:00;06.06.2022 04:00;3.956,75;1.657,25;4.766,25;18.259,75;3,00;118,00;2.215,25;8.010,00;1.870,00;1.897,25;68,75;1.064,25
06.06.2022 04:00;06.06.2022 05:00;4.015,75;1.638,00;5.055,75;17.882,00;4,00;118,00;2.217,25;8.471,50;1.868,00;1.893,25;38,25;1.063,00
06.06.2022 05:00;06.06.2022 06:00;4.067,50;1.660,75;4.386,50;16.501,75;213,00;118,75;2.220,50;8.559,75;1.855,75;1.910,25;180,00;1.074,25
06.06.2022 06:00;06.06.2022 07:00;4.211,25;1.654,50;4.576,75;15.573,25;1.862,25;118,75;2.219,25;8.880,25;1.852,50;1.911,50;565,00;1.079,50
06.06.2022 07:00;06.06.2022 08:00;4.296,25;1.691,00;4.963,00;14.223,50;6.102,25;119,25;2.215,25;9.343,75;1.923,25;1.945,50;554,25;1.078,50
06.06.2022 08:00;06.06.2022 09:00;4.291,75;1.647,00;4.278,75;14.511,00;12.021,25;118,25;2.210,00;8.346,50;1.949,25;1.999,00;98,50;1.079,75
06.06.2022 09:00;06.06.2022 10:00;4.185,75;1.661,75;5.099,25;14.210,25;18.299,50;117,00;2.199,00;6.802,00;1.951,75;1.970,00;19,00;1.086,25
